station_name,street_address,city,state,zip,ev_connector_types,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,access_days_time,status_code,station_phone,ev_network,latitude,longitude
"BoA Georgetown WA3-129 (Seattle, WA)",1112 S BAILEY ST,Seattle,WA,98108,CHADEMO;J1772COMBO,0,0,4,24 hours daily,E,833-632-2778,Electrify America,47.54795,-122.31837
Alley 24 East,221 Yale Avenue North,Seattle,WA,98109,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.620214,-122.330658
SAINT MARK'S SAINT MARKS,1245 10th Ave E,Seattle,WA,98102,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.63173,-122.32099
Safeway Market Street,1423 NW Market Street,Seattle,WA,98107,J1772,0,2,0,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,E,855-900-7584,SHELL_RECHARGE,47.668353,-122.374961
Harvard Market,1425 Broadway,Seattle,WA,98122,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.613498,-122.320931
DC CORRIDOR ZOO OTTER L2-S1,601 N 59th St,Seattle,WA,98103,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.670285,-122.353765
DC CORRIDOR ZOO OTTER L2-D2,601 N 59th St,Seattle,WA,98103,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.670287,-122.353696
DC CORRIDOR ZOO OTTER L2-D1,601 N 59th St,Seattle,WA,98103,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.670292,-122.353627
"BoA Queen Anne WA3-154 (Seattle, WA)",100 W MERCER ST,Seattle,WA,98119,J1772COMBO,0,0,3,24 hours daily,E,833-632-2778,Electrify America,47.62482,-122.35829
SMT Garage -700 5th Ave Seattle,700 5th Ave,Seattle,WA,98104,J1772,0,6,0,24 hours daily,E,855-885-9571,OpConnect,47.60521,-122.32972
SMT Garage - 700 5th Ave Seattle- DC Fast Charger,700 5th Ave N,Seattle,WA,98104,J1772,0,1,0,24 hours daily,E,855-885-9571,OpConnect,47.62606,-122.349
SEA41 SEA41 - 1,2133 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616159,-122.340064
AMZ SEA40 - 5,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615052,-122.338336
AMZ SEA40 - 6,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.614986,-122.338444
AMZ SEA40 - 3,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61554,-122.338778
AMZ SEA40 - 4,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615059,-122.338454
AMZ SEA40 - 2,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615399,-122.338834
AMZ SEA40 - 1,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615489,-122.338786
SEA41 SEA41 - 4,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616253,-122.340184
SEA41 SEA41 - 3,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616246,-122.340184
SEA41 SEA41 - 6,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616231,-122.340205
SEA41 SEA41 - 2,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616129,-122.340052
SEA41 SEA41 - 5,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616224,-122.340227
AMZ SEA25.26 - 1,550 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623336,-122.336584
AMZ SEA25.26 - 2,550 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62334,-122.336589
AMZ SEA25.26 3,550 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623333,-122.336648
AMZ SEA25.26 - 4,550 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623327,-122.336677
AMZ SEA24 01,500 Boren Ave N.,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623442,-122.335352
AMZ SEA24 02,500 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623537,-122.335474
AMZ SEA20-22 001,440 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.622775,-122.336355
AMZ SEA20-22 002,440 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.622775,-122.336346
AMZ SEA20-22 003,440 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623014,-122.336611
SEA27 28 SEA27-28 P4 001,345 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621746,-122.336402
AMZ SEA27-28 P4 002,345 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621821,-122.33637
SEA27 28 SEA27 28 P4 003,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621851,-122.336423
SEA29 SEA29 - 1,207 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620496,-122.33622
SEA29 SEA29 - 2,207 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620275,-122.336253
SEA29 SEA29 - 4,207 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620392,-122.336265
SEA29 SEA29 - 3,207 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620267,-122.336259
SEA29 SEA29 - 5,207 Boren Ave,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62036,-122.336252
AMZ SEA23 P1 001,535 Terry Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623917,-122.337695
AMZ SEA42 - 7,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61664,-122.338877
AMZ SEA42 - 1,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61669,-122.338963
AMZ SEA42 - 9,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616677,-122.339024
AMZ SEA42 - 8,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616684,-122.339013
AMZ SEA42 - 3,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616676,-122.338931
AMZ SEA42 - 4,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61669,-122.338985
AMZ SEA42 - 10,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616684,-122.33897
AMZ SEA42 - 2,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616712,-122.33907
AMZ SEA42 - 6,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616632,-122.338942
AMZ SEA42 - 5,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616654,-122.338888
AMZ SEA43 - 5,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61751,-122.340955
AMZ SEA43 - 2,2250 7th Ave,Seattle,WA,98121,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617088,-122.339838
AMZ SEA43 - 7,2250 7th Ave,Seattle,WA,98121,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61751,-122.34093
AMZ SEA43 - 6,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617528,-122.340928
AMZ SEA43 - 3,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617167,-122.33982
AMZ SEA43 - 4,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617495,-122.340974
AMZ SEA43 - 1,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617111,-122.339836
AMZ SEA44 - 2,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617264,-122.340534
AMZ SEA44 - 3,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617287,-122.340505
AMZ SEA44 - 4,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617307,-122.340479
AMZ SEA44 - 1,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617228,-122.340588
The Century Apartments - Retail Parking,101 Taylor Ave N,Seattle,WA,98109,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.618918,-122.346874
The Century Apartments - Residential Parking,101 Taylor Ave N,Seattle,WA,98109,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.619488,-122.346886
HUB Garage,19235 International Boulevard,Seattle,WA,98188,J1772,0,44,0,24 hours daily,E,888-998-2546,Blink Network,47.43001676,-122.2961501
Queen Anne Square,200 West Mercer Street,Seattle,WA,98119,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.6246042,-122.3593182
Washington State Convention Center Parking Garage,705 Pike ST,Seattle,WA,98101,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.611378281765,-122.3314401402
531616 - Marion & Minor Garage,1101 Madison Street,Seattle,WA,98104,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.6091997,-122.3241094
450 Alaskan Garage,450 Alaskan Way,Seattle,WA,98104,J1772,0,3,0,24 hours daily,E,888-998-2546,Blink Network,47.5987016,-122.3351902
"Port of Seattle, Fishermen's Terminal, West Wall BLDG",4005 20th Avenue West,Seattle,WA,98199,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.65588111,-122.3827633
531613 - 1000-1100 Dexter Avenue N,1000 Dexter Avenue North,Seattle,WA,98109,J1772,0,8,0,24 hours daily,E,888-998-2546,Blink Network,47.6283848,-122.3418983
Sidneysea LLC - Brazil,400 9th Avenue North,Seattle,WA,98109,J1772,0,3,0,24 hours daily,E,888-998-2546,Blink Network,47.6228746,-122.3394194
505 First Garage,505 1st Avenue South,Seattle,WA,98104,J1772,0,16,0,24 hours daily,E,888-998-2546,Blink Network,47.5974244,-122.3347174
1007 Stewart Street/ service decline,1007 Stewart Street,Seattle,WA,98101,J1772,0,1,0,24 hours daily,E,888-998-2546,Blink Network,47.6163395,-122.3330877
"531603 701 Pike Street (Seattle), LLC",701 Pike Street,Seattle,WA,98101,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.6115019,-122.3329014
The Corydon,"5101 25th Ave NE,",Seattle,WA,98105,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.618848,-122.3467506
Waterfront Place,1011 Western Avenue,Seattle,WA,98104,J1772,0,1,0,24 hours daily,E,888-998-2546,Blink Network,47.6044756,-122.3378981
CPA STATION 10,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621409,-122.353711
CPA STATION 4,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621311,-122.353622
CPA STATION 3,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621313,-122.353652
CPA STATION 12,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621413,-122.353638
CPA STATION 8,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621376,-122.353648
CPA STATION 11,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621411,-122.353676
CPA STATION 5,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621312,-122.353589
CPA STATION 7,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621377,-122.353675
CPA STATION 6,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621377,-122.353708
CPA STATION 2,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621309,-122.353679
CPA STATION 9,305 Thomas St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621378,-122.35362
"QFC 807 (Seattle, WA)",2746 NE 45th St,Seattle,WA,98105,J1772COMBO,0,0,4,24 hours daily,E,833-632-2778,Electrify America,47.66149,-122.29641
THE OLIVIAN OLIVIAN #1,809 Olive Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.614104,-122.33319
THE OLIVIAN OLIVIAN #2,809 Olive Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.614112,-122.333147
"FRED MEYER 608 (Ballard, WA)",915 NW 45th Street,Seattle,WA,98107,J1772COMBO,0,0,3,24 hours daily,E,833-632-2778,Electrify America,47.6594,-122.36947
BUTLER GARAGE BUTLER EV #1,611 2nd Ave,Seattle,WA,98104,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.602544,-122.33301
BUTLER GARAGE BUTLER EV #2,611 2nd Ave,Seattle,WA,98104,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.602553,-122.332883
City of Seattle 1010 8th Ave,1010 8th Ave South,Seattle,WA,98134,J1772,0,2,0,24 hours daily,E,855-885-9571,OpConnect,47.593975,-122.324221
REN DENNY CTR1,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.618226,-122.333907
REN DENNY CTR2,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61823,-122.33392
REN DENNY CTR3,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.618233,-122.33391
REN DENNY CTR4,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.618223,-122.334017
REN DENNY CTR5,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.618246,-122.333948
REN DENNY CTR6,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.618237,-122.33389
REN DENNY CTR7,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.618244,-122.33387
REN DENNY CTR8,2014 Fairview Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61824,-122.333855
525 NORTHGATE RETAIL #2,525 NE Northgate Way,Seattle,WA,98125,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.707867,-122.321702
"Fred Meyer 179 (Seattle, WA)",13000 Lake City Way NE,Seattle,WA,98125,CHADEMO;J1772COMBO,0,0,4,24 hours daily,E,833-632-2778,Electrify America,47.72305,-122.29212
Port of Seattle - Shilshole Bay Marina South Lot,7001 Seaview Avenue Northwest,Seattle,WA,98117,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.6807529,-122.4047949
525 NORTHGATE RESIDENTIAL #2,525 NE Northgate Way,Seattle,WA,98125,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.70779,-122.321726
525 NORTHGATE RESIDENTIAL #1,525 NE Northgate Way,Seattle,WA,98125,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.707814,-122.321637
PRISM STATIONS PRISM STATION 2,10711 8th Ave NE,Seattle,WA,98125,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.706929,-122.320888
PRISM STATIONS PRISM STATION 1,10711 8th Ave NE,Seattle,WA,98125,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.706948,-122.320856
CITY LIGHT MADISON MILLER1,2113 East Olive Street,Seattle,WA,98122,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,888-758-4389,ChargePoint Network,47.617082,-122.304055
DC CORRIDOR SCC GTOWN L2-1,6701 Corson Ave S,Seattle,WA,98108,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.542276,-122.324533
BMGF P2 STATION 6,500 5th Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623302,-122.345789
BMGF P1 STATION 3,500 5th Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623345,-122.345853
BMGF P1 STATION 5,500 5th Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623274,-122.345984
BMGF P1 STATION 4,500 5th Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623307,-122.345933
BMGF P2 STATION 8,500 5th Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623224,-122.345917
BMGF P2 STATION 7,500 5th Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62326,-122.345845
Stadium Place,520 Occidental Avenue South,Seattle,WA,98134,J1772,0,12,0,24 hours daily,E,888-998-2546,Blink Network,47.5977415,-122.3329233
The Lyric,215 10th Avenue East,Seattle,WA,98102,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.6206301,-122.3198568
PIKE PLACE STALL 895 & 894,1901 Western Ave,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.609487,-122.342908
LAWRENCE LOFTS LL COMMERCIAL,1818 E Madison St,Seattle,WA,98122,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616857,-122.307818
2600 Elliott Garage,2600 Elliott Avenue,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.614387,-122.35162200000002
Harborview Medical Center,908 Jefferson,Seattle,WA,98104,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.605477,-122.323427
REI,222 Yale Ave,Seattle,WA,98109,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,877-455-3833,eVgo Network,47.62066,-122.32952
Interbay Business Center,1600 West Armory Way,Seattle,WA,98119,CHADEMO;J1772COMBO,0,0,4,24 hours daily,E,877-455-3833,eVgo Network,47.63986,-122.377668
Hilton Seattle Airport,17620 International Blvd,Seattle,WA,98188,J1772,0,2,0,24 hours daily,E,866-816-7584,EV Connect,47.444398,-122.29516
SEA41 SEA41-7,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616076,-122.339828
SEA41 SEA41-10,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616069,-122.339836
SEA41 SEA41-9,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616081,-122.339836
SEA41 SEA41-21,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616062,-122.339797
SEA41 SEA41-22,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616069,-122.339786
SEA41 SEA41-23,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616069,-122.339818
SEA41 SEA41-17,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616026,-122.339818
SEA41 SEA41-16,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616069,-122.339882
SEA41 SEA41-24,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616062,-122.339845
SEA41 SEA41-19,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616055,-122.339829
SEA41 SEA41-20,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616055,-122.33985
SEA41 SEA41-12,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616071,-122.339854
SEA41 SEA41-11,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616083,-122.33985
SEA41 SEA41-14,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616082,-122.339821
SEA41 SEA41-15,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616076,-122.339754
AMZ SEA42-17,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616259,-122.338853
AMZ SEA42-15,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616265,-122.338863
AMZ SEA42-16,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616277,-122.338872
AMZ SEA42-18,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616259,-122.338839
AMZ SEA42-13,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616276,-122.338848
AMZ SEA42-12,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616271,-122.338868
AMZ SEA42-14,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61628,-122.338861
SEA41 SEA41-8,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616076,-122.339844
SEA41 SEA41-13,2121 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61607,-122.339824
AMZ SEA40-7,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615307,-122.338225
AMZ SEA40-9,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615314,-122.338234
AMZ SEA40-13,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61532,-122.338246
AMZ SEA40-11,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615305,-122.338215
AMZ SEA40-10,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615303,-122.338242
AMZ SEA40-8,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615311,-122.338245
AMZ SEA40-12,2021 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615297,-122.338221
AMZ SEA44-5,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616662,-122.340786
AMZ SEA44-7,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616653,-122.340794
AMZ SEA44-6,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616663,-122.340804
AMZ SEA44-9,2205 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616663,-122.340794
Lumen Field Parking Garage,300 S Royal Brougham Way,Seattle,WA,98104,J1772;TESLA,0,2,0,6am-11pm daily,E,206-381-7555,Non-Networked,47.5926384626354,-122.330869270063
Puget Sound Solar,805 Rainier Ave S,Seattle,WA,98144,J1772,0,5,0,24 hours daily,E,206-706-1931,Non-Networked,47.5955737030563,-122.311841805333
800 Fifth Avenue Parking Garage,800 5th Ave,Seattle,WA,98104,J1772,0,1,0,24 hours daily,E,206-621-9172,Non-Networked,47.6054544002366,-122.330085418863
US Bank Center Garage,1465 6th Ave,Seattle,WA,98101,J1772,0,6,0,24 hours daily,E,206-223-4070,Non-Networked,47.610826048907,-122.334346934116
University of Washington - Parking Area W40,814 NE Northlake Pl,Seattle,WA,98105,J1772,0,4,0,24 hours daily,E,206-221-3701,Non-Networked,47.6548806651459,-122.319211227533
University of Washington - Parking Lot N22,4060 E Stevens Way NE,Seattle,WA,98195,J1772,0,5,0,24 hours daily,E,206-221-3701,Non-Networked,47.6560149395404,-122.305003488076
Union Bay Plaza,4516 Union Bay Pl NE,Seattle,WA,98105,J1772,0,5,0,24 hours daily,E,,Non-Networked,47.6619766883491,-122.293346008603
BMR DEXTER DEXTER YARD-S1,700 Dexter Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.625918,-122.342192
BMR DEXTER DEXTER YARD-S4,700 Dexter Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.625918,-122.342192
